label,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41
a,0.0,0.0,0.23648648648648649,-0.23648648648648649,0.3108108108108108,-0.5405405405405406,0.25,-0.8243243243243243,0.27702702702702703,-1.0,0.20270270270270271,-0.7635135135135135,0.006756756756756757,-0.9121621621621622,-0.006756756756756757,-0.8175675675675675,0.04054054054054054,-0.722972972972973,-0.013513513513513514,-0.7162162162162162,-0.17567567567567569,-0.8445945945945946,-0.1891891891891892,-0.7567567567567568,-0.14189189189189189,-0.668918918918919,-0.22297297297297297,-0.6351351351351351,-0.3310810810810811,-0.7635135135135135,-0.3310810810810811,-0.6756756756756757,-0.28378378378378377,-0.5878378378378378,-0.41216216216216217,-0.5337837837837838,-0.4864864864864865,-0.6891891891891891,-0.47297297297297297,-0.5945945945945946,-0.43243243243243246,-0.5135135135135135
a,0.0,0.0,0.07874015748031496,-0.2992125984251969,0.07874015748031496,-0.6220472440944882,-0.007874015748031496,-0.8661417322834646,-0.07874015748031496,-1.0,0.1968503937007874,-0.8740157480314961,-0.2440944881889764,-1.0,-0.2992125984251969,-0.84251968503937,-0.2125984251968504,-0.7401574803149606,0.15748031496062992,-0.8503937007874016,-0.36220472440944884,-0.9291338582677166,-0.3543307086614173,-0.7637795275590551,-0.2440944881889764,-0.6850393700787402,0.06299212598425197,-0.7874015748031497,-0.41732283464566927,-0.8661417322834646,-0.4094488188976378,-0.6850393700787402,-0.2992125984251969,-0.6141732283464567,-0.05511811023622047,-0.7007874015748031,-0.4251968503937008,-0.7480314960629921,-0.4409448818897638,-0.6062992125984252,-0.3779527559055118,-0.5354330708661418
a,0.0,0.0,-0.35,-0.2,-0.525,-0.5166666666666667,-0.5583333333333333,-0.7666666666666667,-0.625,-0.9916666666666667,-0.2916666666666667,-0.8166666666666667,-0.44166666666666665,-0.975,-0.43333333333333335,-0.7333333333333333,-0.35833333333333334,-0.5833333333333334,-0.125,-0.8166666666666667,-0.2833333333333333,-1.0,-0.2916666666666667,-0.7,-0.2,-0.55,0.075,-0.8083333333333333,-0.1,-0.9916666666666667,-0.13333333333333333,-0.6916666666666667,-0.05,-0.5333333333333333,0.3,-0.7666666666666667,0.15,-0.9833333333333333,0.06666666666666667,-0.8083333333333333,0.11666666666666667,-0.6666666666666666
a,0.0,0.0,-0.3951612903225806,-0.11290322580645161,-0.6532258064516129,-0.41935483870967744,-0.717741935483871,-0.7258064516129032,-0.8064516129032258,-0.9516129032258065,-0.47580645161290325,-0.717741935483871,-0.5161290322580645,-0.9354838709677419,-0.43548387096774194,-0.7096774193548387,-0.3629032258064516,-0.5241935483870968,-0.24193548387096775,-0.7580645161290323,-0.2903225806451613,-0.9838709677419355,-0.24193548387096775,-0.6774193548387096,-0.1935483870967742,-0.5,0.0,-0.7580645161290323,-0.04838709677419355,-1.0,-0.04838709677419355,-0.6935483870967742,-0.03225806451612903,-0.5,0.25,-0.7258064516129032,0.24193548387096775,-0.9838709677419355,0.1693548387096774,-0.8306451612903226,0.12096774193548387,-0.6854838709677419
a,0.0,0.0,-0.3983739837398374,-0.0975609756097561,-0.6829268292682927,-0.3902439024390244,-0.7642276422764228,-0.6991869918699187,-0.8617886178861789,-0.926829268292683,-0.5203252032520326,-0.6829268292682927,-0.5609756097560976,-0.9186991869918699,-0.4715447154471545,-0.6910569105691057,-0.3983739837398374,-0.5121951219512195,-0.2845528455284553,-0.7398373983739838,-0.3333333333333333,-0.967479674796748,-0.2682926829268293,-0.6585365853658537,-0.21951219512195122,-0.4878048780487805,-0.04065040650406504,-0.7560975609756098,-0.08130081300813008,-0.991869918699187,-0.07317073170731707,-0.6910569105691057,-0.056910569105691054,-0.4878048780487805,0.21138211382113822,-0.7317073170731707,0.21951219512195122,-1.0,0.16260162601626016,-0.8455284552845529,0.10569105691056911,-0.6910569105691057
a,0.0,0.0,-0.39344262295081966,-0.09016393442622951,-0.6721311475409836,-0.39344262295081966,-0.7540983606557377,-0.6967213114754098,-0.8442622950819673,-0.9262295081967213,-0.5245901639344263,-0.6885245901639344,-0.5573770491803278,-0.9180327868852459,-0.45901639344262296,-0.6885245901639344,-0.38524590163934425,-0.5,-0.2786885245901639,-0.7459016393442623,-0.32786885245901637,-0.9672131147540983,-0.26229508196721313,-0.6557377049180327,-0.21311475409836064,-0.4918032786885246,-0.03278688524590164,-0.7540983606557377,-0.07377049180327869,-0.9918032786885246,-0.06557377049180328,-0.680327868852459,-0.04918032786885246,-0.4918032786885246,0.22131147540983606,-0.7377049180327869,0.22131147540983606,-1.0,0.16393442622950818,-0.8524590163934426,0.11475409836065574,-0.7049180327868853
a,0.0,0.0,-0.4016393442622951,-0.08196721311475409,-0.6885245901639344,-0.38524590163934425,-0.7786885245901639,-0.6967213114754098,-0.8770491803278688,-0.9262295081967213,-0.5409836065573771,-0.680327868852459,-0.5819672131147541,-0.9180327868852459,-0.48360655737704916,-0.6885245901639344,-0.4098360655737705,-0.5081967213114754,-0.29508196721311475,-0.7377049180327869,-0.3524590163934426,-0.9672131147540983,-0.28688524590163933,-0.6639344262295082,-0.22950819672131148,-0.4918032786885246,-0.05737704918032787,-0.7540983606557377,-0.09836065573770492,-0.9918032786885246,-0.09016393442622951,-0.6885245901639344,-0.07377049180327869,-0.4918032786885246,0.19672131147540983,-0.7377049180327869,0.19672131147540983,-1.0,0.13934426229508196,-0.8442622950819673,0.09016393442622951,-0.6967213114754098
a,0.0,0.0,-0.4049586776859504,-0.08264462809917356,-0.6942148760330579,-0.371900826446281,-0.7851239669421488,-0.6776859504132231,-0.8760330578512396,-0.9173553719008265,-0.5537190082644629,-0.6776859504132231,-0.5867768595041323,-0.9008264462809917,-0.48760330578512395,-0.6776859504132231,-0.4049586776859504,-0.49586776859504134,-0.30578512396694213,-0.7355371900826446,-0.35537190082644626,-0.9586776859504132,-0.2809917355371901,-0.6528925619834711,-0.23140495867768596,-0.4793388429752066,-0.05785123966942149,-0.7520661157024794,-0.09917355371900827,-0.9917355371900827,-0.08264462809917356,-0.6859504132231405,-0.0743801652892562,-0.48760330578512395,0.19834710743801653,-0.7355371900826446,0.19834710743801653,-1.0,0.14049586776859505,-0.8512396694214877,0.09917355371900827,-0.7107438016528925
a,0.0,0.0,-0.4049586776859504,-0.06611570247933884,-0.7107438016528925,-0.35537190082644626,-0.8016528925619835,-0.6611570247933884,-0.9008264462809917,-0.8842975206611571,-0.5537190082644629,-0.6611570247933884,-0.6033057851239669,-0.8925619834710744,-0.5041322314049587,-0.6694214876033058,-0.4214876033057851,-0.48760330578512395,-0.3140495867768595,-0.7272727272727273,-0.371900826446281,-0.9504132231404959,-0.2975206611570248,-0.6446280991735537,-0.2396694214876033,-0.4628099173553719,-0.0743801652892562,-0.7355371900826446,-0.11570247933884298,-0.9834710743801653,-0.09917355371900827,-0.6776859504132231,-0.08264462809917356,-0.4793388429752066,0.18181818181818182,-0.7272727272727273,0.18181818181818182,-1.0,0.1322314049586777,-0.8512396694214877,0.08264462809917356,-0.6942148760330579
a,0.0,0.0,-0.39344262295081966,-0.08196721311475409,-0.6885245901639344,-0.36885245901639346,-0.7786885245901639,-0.6721311475409836,-0.8770491803278688,-0.9016393442622951,-0.5327868852459017,-0.6721311475409836,-0.5737704918032787,-0.8934426229508197,-0.47540983606557374,-0.6639344262295082,-0.4016393442622951,-0.48360655737704916,-0.29508196721311475,-0.7295081967213115,-0.3524590163934426,-0.9508196721311475,-0.2786885245901639,-0.6475409836065574,-0.22950819672131148,-0.47540983606557374,-0.05737704918032787,-0.7459016393442623,-0.09836065573770492,-0.9836065573770492,-0.08196721311475409,-0.680327868852459,-0.06557377049180328,-0.48360655737704916,0.19672131147540983,-0.7295081967213115,0.19672131147540983,-1.0,0.14754098360655737,-0.8524590163934426,0.09836065573770492,-0.7049180327868853
a,0.0,0.0,-0.4049586776859504,-0.0743801652892562,-0.7024793388429752,-0.371900826446281,-0.7933884297520661,-0.6859504132231405,-0.8925619834710744,-0.9090909090909091,-0.5454545454545454,-0.6694214876033058,-0.5867768595041323,-0.9090909090909091,-0.48760330578512395,-0.6694214876033058,-0.4132231404958678,-0.48760330578512395,-0.30578512396694213,-0.7272727272727273,-0.35537190082644626,-0.9586776859504132,-0.2809917355371901,-0.6528925619834711,-0.2396694214876033,-0.4793388429752066,-0.06611570247933884,-0.743801652892562,-0.09917355371900827,-0.9834710743801653,-0.08264462809917356,-0.6776859504132231,-0.0743801652892562,-0.49586776859504134,0.19008264462809918,-0.7272727272727273,0.19834710743801653,-1.0,0.1487603305785124,-0.8429752066115702,0.09917355371900827,-0.7024793388429752
a,0.0,0.0,-0.3983739837398374,-0.08130081300813008,-0.6910569105691057,-0.36585365853658536,-0.7886178861788617,-0.6747967479674797,-0.8861788617886179,-0.9024390243902439,-0.5447154471544715,-0.6585365853658537,-0.5934959349593496,-0.8861788617886179,-0.4878048780487805,-0.6666666666666666,-0.4146341463414634,-0.4878048780487805,-0.3089430894308943,-0.7235772357723578,-0.36585365853658536,-0.943089430894309,-0.2926829268292683,-0.6422764227642277,-0.23577235772357724,-0.4715447154471545,-0.06504065040650407,-0.7479674796747967,-0.11382113821138211,-0.975609756097561,-0.0975609756097561,-0.6747967479674797,-0.08130081300813008,-0.4796747967479675,0.18699186991869918,-0.7317073170731707,0.18699186991869918,-1.0,0.13008130081300814,-0.8455284552845529,0.07317073170731707,-0.6991869918699187
a,0.0,0.0,-0.39344262295081966,-0.08196721311475409,-0.680327868852459,-0.3770491803278688,-0.7704918032786885,-0.680327868852459,-0.8770491803278688,-0.9016393442622951,-0.5327868852459017,-0.6721311475409836,-0.5737704918032787,-0.8934426229508197,-0.47540983606557374,-0.6721311475409836,-0.4016393442622951,-0.4918032786885246,-0.28688524590163933,-0.7295081967213115,-0.3442622950819672,-0.9508196721311475,-0.2786885245901639,-0.6475409836065574,-0.22131147540983606,-0.47540983606557374,-0.04918032786885246,-0.7459016393442623,-0.09016393442622951,-0.9836065573770492,-0.08196721311475409,-0.680327868852459,-0.06557377049180328,-0.48360655737704916,0.20491803278688525,-0.7295081967213115,0.20491803278688525,-1.0,0.14754098360655737,-0.8524590163934426,0.09016393442622951,-0.7049180327868853
a,0.0,0.0,-0.4049586776859504,-0.06611570247933884,-0.7024793388429752,-0.35537190082644626,-0.7933884297520661,-0.6694214876033058,-0.8925619834710744,-0.8925619834710744,-0.5537190082644629,-0.6611570247933884,-0.5950413223140496,-0.8925619834710744,-0.48760330578512395,-0.6611570247933884,-0.4214876033057851,-0.4793388429752066,-0.30578512396694213,-0.71900826446281,-0.36363636363636365,-0.9504132231404959,-0.2892561983471074,-0.6446280991735537,-0.2396694214876033,-0.47107438016528924,-0.06611570247933884,-0.7355371900826446,-0.10743801652892562,-0.9834710743801653,-0.09090909090909091,-0.6776859504132231,-0.0743801652892562,-0.4793388429752066,0.18181818181818182,-0.7272727272727273,0.18181818181818182,-1.0,0.14049586776859505,-0.8512396694214877,0.09090909090909091,-0.7024793388429752
a,0.0,0.0,-0.39344262295081966,-0.07377049180327869,-0.6885245901639344,-0.36885245901639346,-0.7868852459016393,-0.6721311475409836,-0.8852459016393442,-0.9016393442622951,-0.5409836065573771,-0.6721311475409836,-0.5819672131147541,-0.8934426229508197,-0.48360655737704916,-0.6721311475409836,-0.4098360655737705,-0.4918032786885246,-0.30327868852459017,-0.7295081967213115,-0.36065573770491804,-0.9508196721311475,-0.28688524590163933,-0.6475409836065574,-0.23770491803278687,-0.47540983606557374,-0.05737704918032787,-0.7540983606557377,-0.10655737704918032,-0.9836065573770492,-0.09016393442622951,-0.680327868852459,-0.08196721311475409,-0.4918032786885246,0.1885245901639344,-0.7377049180327869,0.1885245901639344,-1.0,0.13114754098360656,-0.8442622950819673,0.08196721311475409,-0.7049180327868853
a,0.0,0.0,-0.4049586776859504,-0.08264462809917356,-0.7024793388429752,-0.371900826446281,-0.7933884297520661,-0.6694214876033058,-0.9008264462809917,-0.8925619834710744,-0.5454545454545454,-0.6694214876033058,-0.6033057851239669,-0.8925619834710744,-0.5041322314049587,-0.6694214876033058,-0.4132231404958678,-0.49586776859504134,-0.30578512396694213,-0.7272727272727273,-0.371900826446281,-0.9504132231404959,-0.2975206611570248,-0.6528925619834711,-0.2396694214876033,-0.47107438016528924,-0.06611570247933884,-0.743801652892562,-0.11570247933884298,-0.9834710743801653,-0.09917355371900827,-0.6776859504132231,-0.08264462809917356,-0.4793388429752066,0.19834710743801653,-0.7355371900826446,0.19008264462809918,-1.0,0.12396694214876033,-0.859504132231405,0.0743801652892562,-0.7107438016528925
a,0.0,0.0,-0.39669421487603307,-0.08264462809917356,-0.6859504132231405,-0.371900826446281,-0.7768595041322314,-0.6694214876033058,-0.8842975206611571,-0.8925619834710744,-0.5289256198347108,-0.6776859504132231,-0.5867768595041323,-0.8925619834710744,-0.48760330578512395,-0.6694214876033058,-0.4049586776859504,-0.48760330578512395,-0.2892561983471074,-0.7355371900826446,-0.35537190082644626,-0.9504132231404959,-0.2892561983471074,-0.6528925619834711,-0.23140495867768596,-0.4793388429752066,-0.049586776859504134,-0.743801652892562,-0.09917355371900827,-0.9752066115702479,-0.09917355371900827,-0.6859504132231405,-0.0743801652892562,-0.48760330578512395,0.2066115702479339,-0.7272727272727273,0.2066115702479339,-1.0,0.14049586776859505,-0.8760330578512396,0.08264462809917356,-0.7355371900826446
a,0.0,0.0,-0.39669421487603307,-0.0743801652892562,-0.6859504132231405,-0.371900826446281,-0.7768595041322314,-0.6694214876033058,-0.8760330578512396,-0.8925619834710744,-0.5371900826446281,-0.6694214876033058,-0.5867768595041323,-0.8842975206611571,-0.48760330578512395,-0.6611570247933884,-0.4049586776859504,-0.4793388429752066,-0.2975206611570248,-0.7272727272727273,-0.35537190082644626,-0.9504132231404959,-0.2892561983471074,-0.6446280991735537,-0.23140495867768596,-0.4793388429752066,-0.049586776859504134,-0.7520661157024794,-0.09917355371900827,-0.9752066115702479,-0.09090909090909091,-0.6776859504132231,-0.06611570247933884,-0.48760330578512395,0.19834710743801653,-0.7355371900826446,0.19834710743801653,-1.0,0.1322314049586777,-0.859504132231405,0.08264462809917356,-0.7107438016528925
a,0.0,0.0,-0.3884297520661157,-0.08264462809917356,-0.6776859504132231,-0.36363636363636365,-0.7768595041322314,-0.6611570247933884,-0.8760330578512396,-0.8925619834710744,-0.5289256198347108,-0.6694214876033058,-0.5785123966942148,-0.8842975206611571,-0.48760330578512395,-0.6611570247933884,-0.4049586776859504,-0.4793388429752066,-0.2892561983471074,-0.7272727272727273,-0.35537190082644626,-0.9504132231404959,-0.2892561983471074,-0.6446280991735537,-0.23140495867768596,-0.47107438016528924,-0.049586776859504134,-0.743801652892562,-0.09917355371900827,-0.9834710743801653,-0.09090909090909091,-0.6776859504132231,-0.06611570247933884,-0.4793388429752066,0.2066115702479339,-0.7272727272727273,0.2066115702479339,-1.0,0.14049586776859505,-0.8677685950413223,0.09090909090909091,-0.7272727272727273
a,0.0,0.0,-0.4016393442622951,-0.08196721311475409,-0.6885245901639344,-0.36885245901639346,-0.7704918032786885,-0.6721311475409836,-0.8770491803278688,-0.8934426229508197,-0.5327868852459017,-0.6639344262295082,-0.5819672131147541,-0.8852459016393442,-0.48360655737704916,-0.6639344262295082,-0.4098360655737705,-0.48360655737704916,-0.29508196721311475,-0.7213114754098361,-0.3524590163934426,-0.9426229508196722,-0.28688524590163933,-0.639344262295082,-0.23770491803278687,-0.47540983606557374,-0.05737704918032787,-0.7377049180327869,-0.09836065573770492,-0.9754098360655737,-0.09836065573770492,-0.680327868852459,-0.07377049180327869,-0.48360655737704916,0.19672131147540983,-0.7295081967213115,0.19672131147540983,-1.0,0.13114754098360656,-0.860655737704918,0.08196721311475409,-0.7213114754098361
hello,0.0,0.0,-0.2847222222222222,0.034722222222222224,-0.5069444444444444,-0.0763888888888889,-0.625,-0.25,-0.7222222222222222,-0.3680555555555556,-0.5763888888888888,-0.4236111111111111,-0.75,-0.5972222222222222,-0.8541666666666666,-0.7013888888888888,-0.9444444444444444,-0.7986111111111112,-0.4861111111111111,-0.5277777777777778,-0.6805555555555556,-0.7291666666666666,-0.8055555555555556,-0.8472222222222222,-0.9166666666666666,-0.9444444444444444,-0.3680555555555556,-0.5833333333333334,-0.5416666666666666,-0.7847222222222222,-0.6597222222222222,-0.9027777777777778,-0.7708333333333334,-1.0,-0.20833333333333334,-0.6180555555555556,-0.3333333333333333,-0.7777777777777778,-0.4375,-0.8611111111111112,-0.5416666666666666,-0.9375
hello,0.0,0.0,-0.25139664804469275,-0.00558659217877095,-0.44692737430167595,-0.11731843575418995,-0.5418994413407822,-0.27932960893854747,-0.6201117318435754,-0.40782122905027934,-0.441340782122905,-0.44692737430167595,-0.5586592178770949,-0.6368715083798883,-0.6145251396648045,-0.7541899441340782,-0.6536312849162011,-0.8603351955307262,-0.329608938547486,-0.5251396648044693,-0.4581005586592179,-0.7374301675977654,-0.5307262569832403,-0.8715083798882681,-0.5921787709497207,-0.9832402234636871,-0.2122905027932961,-0.553072625698324,-0.30726256983240224,-0.7653631284916201,-0.3743016759776536,-0.888268156424581,-0.44692737430167595,-1.0,-0.061452513966480445,-0.553072625698324,-0.11173184357541899,-0.7206703910614525,-0.16759776536312848,-0.8156424581005587,-0.24022346368715083,-0.8994413407821229
hello,0.0,0.0,-0.2635135135135135,0.033783783783783786,-0.47297297297297297,-0.08108108108108109,-0.5743243243243243,-0.24324324324324326,-0.6554054054054054,-0.3581081081081081,-0.527027027027027,-0.43243243243243246,-0.6824324324324325,-0.6216216216216216,-0.7837837837837838,-0.7364864864864865,-0.8716216216216216,-0.8378378378378378,-0.43243243243243246,-0.5202702702702703,-0.6081081081081081,-0.7297297297297297,-0.7297297297297297,-0.8513513513513513,-0.8378378378378378,-0.9594594594594594,-0.31756756756756754,-0.5743243243243243,-0.4797297297297297,-0.777027027027027,-0.5878378378378378,-0.8986486486486487,-0.6959459459459459,-1.0,-0.16216216216216217,-0.5945945945945946,-0.27702702702702703,-0.7635135135135135,-0.3783783783783784,-0.8581081081081081,-0.4797297297297297,-0.9324324324324325
hello,0.0,0.0,-0.24043715846994534,-0.01639344262295082,-0.4371584699453552,-0.1366120218579235,-0.5191256830601093,-0.30601092896174864,-0.5846994535519126,-0.4371584699453552,-0.43169398907103823,-0.45901639344262296,-0.5409836065573771,-0.644808743169399,-0.5956284153005464,-0.7650273224043715,-0.639344262295082,-0.8743169398907104,-0.3224043715846995,-0.5355191256830601,-0.4426229508196721,-0.7486338797814208,-0.5136612021857924,-0.8797814207650273,-0.5792349726775956,-0.994535519125683,-0.19672131147540983,-0.5683060109289617,-0.30601092896174864,-0.7759562841530054,-0.3825136612021858,-0.8961748633879781,-0.453551912568306,-1.0,-0.04371584699453552,-0.5683060109289617,-0.12021857923497267,-0.7377049180327869,-0.1912568306010929,-0.8306010928961749,-0.273224043715847,-0.907103825136612
hello,0.0,0.0,-0.26666666666666666,0.013333333333333334,-0.4666666666666667,-0.1,-0.56,-0.26666666666666666,-0.64,-0.38,-0.5266666666666666,-0.44,-0.6933333333333334,-0.6,-0.7933333333333333,-0.6933333333333334,-0.88,-0.7866666666666666,-0.44,-0.5333333333333333,-0.6266666666666667,-0.7333333333333333,-0.74,-0.8466666666666667,-0.84,-0.94,-0.3333333333333333,-0.5866666666666667,-0.49333333333333335,-0.7866666666666666,-0.6,-0.9,-0.7066666666666667,-1.0,-0.18666666666666668,-0.6066666666666667,-0.3,-0.7733333333333333,-0.38666666666666666,-0.8666666666666667,-0.4866666666666667,-0.94
